11 1588918203 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918204 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918205 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918206 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918207 5.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918228 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918229 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918230 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918231 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918232 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918248 2.800000 -1.000000 -101.000000 0.000000 0.000000
11 1588918249 2.800000 -1.000000 -101.000000 0.000000 0.000000
11 1588918250 2.800000 -1.000000 -101.000000 0.000000 0.000000
11 1588918251 2.800000 -1.000000 -101.000000 0.000000 0.000000
11 1588918252 2.800000 -1.000000 -101.000000 0.000000 0.000000
11 1588918253 7.200000 -1.000000 -101.000000 0.000000 0.000000
11 1588918254 7.200000 -1.000000 -101.000000 0.000000 0.000000
11 1588918255 7.200000 -1.000000 -101.000000 0.000000 0.000000
11 1588918256 7.200000 -1.000000 -101.000000 0.000000 0.000000
11 1588918257 7.200000 -1.000000 -101.000000 0.000000 0.000000
11 1588918273 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918274 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918275 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918276 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918277 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918298 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918299 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918300 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918301 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918302 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918318 5.600000 -1.000000 -101.000000 0.000000 0.000000
11 1588918319 5.600000 -1.000000 -101.000000 0.000000 0.000000
11 1588918320 5.600000 -1.000000 -101.000000 0.000000 0.000000
11 1588918321 5.600000 -1.000000 -101.000000 0.000000 0.000000
11 1588918322 5.600000 -1.000000 -101.000000 0.000000 0.000000
11 1588918323 4.400000 -1.000000 -101.000000 0.000000 0.000000
11 1588918324 4.400000 -1.000000 -101.000000 0.000000 0.000000
11 1588918325 4.400000 -1.000000 -101.000000 0.000000 0.000000
11 1588918326 4.400000 -1.000000 -101.000000 0.000000 0.000000
11 1588918327 4.400000 -1.000000 -101.000000 0.000000 0.000000
11 1588918343 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918344 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918345 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918346 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918347 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918363 0.800000 -1.000000 -101.000000 0.000000 0.000000
11 1588918364 0.800000 -1.000000 -101.000000 0.000000 0.000000
11 1588918365 0.800000 -1.000000 -101.000000 0.000000 0.000000
11 1588918366 0.800000 -1.000000 -101.000000 0.000000 0.000000
11 1588918367 0.800000 -1.000000 -101.000000 0.000000 0.000000
11 1588918368 9.200000 -1.000000 -101.000000 0.000000 0.000000
11 1588918369 9.200000 -1.000000 -101.000000 0.000000 0.000000
11 1588918370 9.200000 -1.000000 -101.000000 0.000000 0.000000
11 1588918371 9.200000 -1.000000 -101.000000 0.000000 0.000000
11 1588918372 9.200000 -1.000000 -101.000000 0.000000 0.000000
11 1588918388 7.600000 -1.000000 -101.000000 0.000000 0.000000
11 1588918389 7.600000 -1.000000 -101.000000 0.000000 0.000000
11 1588918390 7.600000 -1.000000 -101.000000 0.000000 0.000000
11 1588918391 7.600000 -1.000000 -101.000000 0.000000 0.000000
11 1588918392 7.600000 -1.000000 -101.000000 0.000000 0.000000
11 1588918393 2.400000 -1.000000 -101.000000 0.000000 0.000000
11 1588918394 2.400000 -1.000000 -101.000000 0.000000 0.000000
11 1588918395 2.400000 -1.000000 -101.000000 0.000000 0.000000
11 1588918396 2.400000 -1.000000 -101.000000 0.000000 0.000000
11 1588918397 2.400000 -1.000000 -101.000000 0.000000 0.000000
11 1588918413 10.000000 -1.000000 -101.000000 0.000000 0.000000
11 1588918414 10.000000 -1.000000 -101.000000 0.000000 0.000000
